# NOTE: this version of the linelist has been modified
# to (a) exclude all lines with intensity less than 10
# and (b) combine all P1/P2 pairs of unresolved lines.
# Combined lines are indentified below as 'blend' and
# the listed wavelengths are the simple average of the
# two components.  The command used to modify the
# linelist was:
#	awk -f lowd_ir_ohlines.awk ir_ohlines.dat > lowd_ir_ohlines.dat
# GDW 2001-Jan-08
#-----------------------------------------------------------------------
# This file contains most of the night sky OH lines.
# All the lines belonging to the sequence Delta V=2 to 5, up
# to V'=9 are included. All the levels with the rotational quantum 
# number J lower than or equal to 16.5 have been considered.
# 
# The different columns contain the following data :
# 
# 1: Wavelengths in vacuum (Angstroms)
# 2: Theoretical intensity, in relative units proportional to the 
# flux of photons. The absolute flux is arbitrary.
# 
# These data have been computed by Philippe Rousselot (Observatory
# of Besancon, France). The computations are based on the energy levels
# published by Abrams et al., 1994 (Ap.J. Suppl. Seris 93, 351-395)
# and on the transition probabilities published by Mies, 1974 (J.
# of Mol. Spec. 53, 150-188). The upper relative populations have 
# been computed by assuming a Boltzmann distribution with a rotational
# temperature equal to 190 K and a vibrational temperature equal to
# 9000 K. These values are approximate and the resulting relative
# intensities should be regarded as indicative. The accuracy of 
# the wavelengths is of the order of a few hundredth of Angstroms.
# 
# If you have any questions or comments concerning this list you
# can send an E-mail to philippe@obs-besancon.fr.
#
# If you use this list for your work and puslish it, please refer to:
# Rousselot et al., 2000, A & A, in press
#
7915.885 1.663e+01 blend
7966.841 1.236e+01 blend
7995.531 1.351e+01 blend
8290.881 1.165e+01 blend
8301.177 1.356e+01 blend
8346.896 3.437e+01 blend
8355.162 1.283e+01 blend
8401.478 2.518e+01 blend
8432.491 2.790e+01 blend
8467.684 1.975e+01 blend
8507.178 1.036e+01 blend
8763.720 1.042e+01 blend
8770.320 1.821e+01 blend
8780.744 2.049e+01 blend
8829.519 5.045e+01 blend
8838.864 1.932e+01 blend
8870.018 1.091e+01 blend
8888.289 3.664e+01 blend
8905.559 1.439e+01 blend
8922.084 4.140e+01 blend
8945.851 1.208e+01 blend
8960.543 3.020e+01 blend
9003.817 1.647e+01 blend
9309.925 1.499e+01 blend
9315.901 2.493e+01 blend
9326.287 2.699e+01 blend
9378.533 6.468e+01 blend
9389.284 2.545e+01 blend
9422.314 1.388e+01 blend
9442.240 4.656e+01 blend
9461.123 1.862e+01 blend
9479.454 5.379e+01 blend
9505.422 1.609e+01 blend
9521.966 4.057e+01 blend
9555.155 1.027e+01 blend
9569.963 2.313e+01 blend
9623.604 1.040e+01 blend
9684.900 1.524e+01 blend
9701.998 3.179e+01 blend
9714.370 1.320e+01 blend
9722.497 4.080e+01 blend
9740.761 1.485e+01 blend
9792.100 1.203e+01 blend
9793.803 1.102e+02 blend
9802.357 3.812e+01 blend
9814.675 1.203e+01 blend
9851.185 2.438e+01 blend
9874.844 8.159e+01 blend
9897.458 3.006e+01 blend
9917.390 8.429e+01 blend
9944.370 2.197e+01 blend
9944.919 1.065e+01 blend
9947.989 2.247e+01 blend
9949.236 3.465e+01 blend
9959.307 3.600e+01 blend
9959.383 1.358e+01 blend
9964.662 5.412e+01 blend
9975.083 1.255e+01 blend
10002.737 1.169e+01 blend
10015.555 8.356e+01 blend
10016.731 2.494e+01 blend
10028.200 3.386e+01 blend
10046.266 1.324e+01 blend
10063.472 1.780e+01 blend
10085.231 5.957e+01 blend
10106.374 2.430e+01 blend
10126.784 7.049e+01 blend
10155.755 2.167e+01 blend
10161.266 1.763e+01 blend
10174.488 5.508e+01 blend
10174.898 4.820e+01 blend
10183.825 2.222e+01 blend
10192.499 9.538e+01 blend
10205.844 3.912e+01 blend
10211.576 1.446e+01 blend
10213.851 1.179e+02 blend
10228.587 3.291e+01 blend
10233.464 4.245e+01 blend
10287.588 3.340e+01 blend
10288.921 1.571e+01 solo
10289.458 3.077e+02 blend
10289.670 1.571e+01 solo
10295.345 1.005e+01 blend
10298.845 1.093e+02 blend
10312.344 3.568e+01 blend
10330.129 1.002e+01 blend
10350.127 6.729e+01 blend
10375.720 2.246e+02 blend
10399.386 8.414e+01 blend
10421.218 2.370e+02 blend
10453.365 6.458e+01 blend
10471.831 1.568e+02 blend
10512.012 3.492e+01 blend
10527.657 7.527e+01 blend
10575.401 1.393e+01 blend
10588.762 2.737e+01 blend
10700.044 3.086e+01 blend
10706.409 1.548e+01 blend
10713.681 8.003e+01 blend
10723.351 3.654e+01 blend
10731.714 1.517e+02 blend
10746.152 6.168e+01 blend
10753.920 1.815e+02 blend
10775.059 6.487e+01 blend
10832.257 4.993e+01 blend
10834.289 4.629e+02 blend
10840.781 1.518e+01 blend
10844.693 1.686e+02 blend
10859.628 5.691e+01 blend
10879.288 1.666e+01 blend
10898.680 1.005e+02 blend
10926.430 3.360e+02 blend
10951.349 1.277e+02 blend
10975.331 3.619e+02 blend
11009.293 1.008e+02 blend
11029.815 2.469e+02 blend
11072.457 5.668e+01 blend
11090.019 1.235e+02 blend
11140.912 2.379e+01 blend
11156.034 4.720e+01 blend
11227.947 1.405e+01 blend
11291.166 1.400e+01 blend
11299.441 4.452e+01 blend
11306.335 2.209e+01 blend
11312.851 1.093e+02 blend
11323.366 4.939e+01 blend
11331.193 1.982e+02 blend
11346.886 7.987e+01 blend
11354.235 2.293e+02 blend
11377.136 8.142e+01 blend
11437.764 6.131e+01 blend
11439.940 5.719e+02 blend
11447.236 1.888e+01 blend
11451.604 2.137e+02 blend
11468.326 7.471e+01 blend
11490.320 2.286e+01 blend
11508.616 1.234e+02 blend
11538.791 4.132e+02 blend
11565.249 1.596e+02 blend
11591.684 4.551e+02 blend
11627.846 1.297e+02 blend
11650.746 3.207e+02 blend
11696.348 7.601e+01 blend
11716.151 1.673e+02 blend
11770.827 3.362e+01 blend
11788.029 6.745e+01 blend
11851.443 1.149e+01 blend
11866.503 2.140e+01 blend
11968.862 1.986e+01 blend
11973.556 1.051e+01 blend
11975.834 5.912e+01 blend
11983.323 2.902e+01 blend
11988.647 1.373e+02 blend
12000.141 6.139e+01 blend
12007.078 2.382e+02 blend
12024.246 9.507e+01 blend
12030.885 2.661e+02 blend
12055.878 9.391e+01 blend
12120.387 6.920e+01 blend
12122.640 6.490e+02 blend
12131.067 2.157e+01 blend
12135.923 2.489e+02 blend
12154.935 9.020e+01 blend
12179.923 2.888e+01 blend
12196.386 1.394e+02 blend
12229.294 4.670e+02 blend
12257.729 1.834e+02 blend
12286.988 5.263e+02 blend
12325.913 1.536e+02 blend
12351.597 3.833e+02 blend
12400.878 9.385e+01 blend
12423.347 2.089e+02 blend
12482.708 4.380e+01 blend
12502.417 8.888e+01 blend
12571.579 1.598e+01 blend
12588.979 3.009e+01 blend
12747.959 2.671e+01 blend
12752.797 7.436e+01 blend
12752.995 1.398e+01 blend
12760.993 3.609e+01 blend
12764.418 1.633e+02 blend
12777.100 7.224e+01 blend
12782.567 2.706e+02 blend
12801.543 1.071e+02 blend
12806.984 2.920e+02 blend
12834.564 1.025e+02 blend
12903.533 7.391e+01 blend
12905.711 6.964e+02 blend
12915.800 2.333e+01 blend
12921.132 2.743e+02 blend
12943.176 1.031e+02 blend
12972.127 3.460e+01 blend
12985.646 1.490e+02 blend
13008.234 1.010e+01 blend
13021.635 4.994e+02 blend
13052.740 1.997e+02 blend
13085.264 5.764e+02 blend
13127.822 1.725e+02 blend
13156.793 4.344e+02 blend
13210.848 1.100e+02 blend
13236.516 2.476e+02 blend
13301.917 5.423e+01 blend
13324.683 1.114e+02 blend
13401.247 2.114e+01 blend
13421.535 4.030e+01 blend
13527.336 1.186e+01 blend
13664.103 3.348e+01 blend
13665.451 8.711e+01 blend
13669.549 1.733e+01 blend
13671.122 1.047e+01 blend
13674.536 4.183e+01 blend
13674.888 1.807e+02 blend
13689.090 7.921e+01 blend
13692.115 2.862e+02 blend
13713.422 1.124e+02 blend
13716.835 2.983e+02 blend
13747.764 1.043e+02 blend
